"","j","prior_mu","prior_sigma","prior_weight","log_C","grid","prior_d","post_d","prior_d_jansen"
"39","1",0,2,0.25,-383.930611344806,-38.4792396198099,8.31787402969235e-82,0,0.00512995244063722
"40","1",0,2,0.25,-383.930611344806,-38.4392196098049,1.22214350990546e-81,0,0.00513179816885489
"41","1",0,2,0.25,-383.930611344806,-38.3991995997999,1.79497407797064e-81,0,0.00513364263948608
"42","1",0,2,0.25,-383.930611344806,-38.3591795897949,2.63524055088727e-81,0,0.00513548585069768
"43","1",0,2,0.25,-383.930611344806,-38.3191595797899,3.86730528638062e-81,0,0.0051373278006573
"44","1",0,2,0.25,-383.930611344806,-38.2791395697849,5.67313028208099e-81,0,0.00513916848753334
"45","1",0,2,0.25,-383.930611344806,-38.2391195597799,8.31884755621042e-81,0,0.00514100790949495
"46","1",0,2,0.25,-383.930611344806,-38.1990995497749,1.21935365095763e-80,0,0.00514284606471204
"47","1",0,2,0.25,-383.930611344806,-38.1590795397699,1.78657934374118e-80,0,0.00514468295135531
"48","1",0,2,0.25,-383.930611344806,-38.1190595297649,2.61662232347299e-80,0,0.00514651856759621
"49","1",0,2,0.25,-383.930611344806,-38.0790395197599,3.83076829514461e-80,0,0.00514835291160696
"50","1",0,2,0.25,-383.930611344806,-38.0390195097549,5.6060482963319e-80,0,0.00515018598156058
"51","1",0,2,0.25,-383.930611344806,-37.9989994997499,8.20075606452122e-80,0,0.00515201777563086
"52","1",0,2,0.25,-383.930611344806,-37.9589794897449,1.19915980001187e-79,0,0.00515384829199235
"53","1",0,2,0.25,-383.930611344806,-37.9189594797399,1.75277567164947e-79,0,0.00515567752882043
"54","1",0,2,0.25,-383.930611344806,-37.8789394697349,2.56095366313948e-79,0,0.00515750548429124
"55","1",0,2,0.25,-383.930611344806,-37.8389194597299,3.74027223084917e-79,0,0.0051593321565817
"56","1",0,2,0.25,-383.930611344806,-37.7988994497249,5.46047990980913e-79,0,0.00516115754386957
"57","1",0,2,0.25,-383.930611344806,-37.7588794397199,7.96864578930444e-79,0,0.00516298164433337
"58","1",0,2,0.25,-383.930611344806,-37.7188594297149,1.16242338966844e-78,0,0.00516480445615243
"59","1",0,2,0.25,-383.930611344806,-37.6788394197099,1.69500219825268e-78,0,0.00516662597750689
"60","1",0,2,0.25,-383.930611344806,-37.6388194097049,2.47059921954633e-78,0,0.00516844620657769
"61","1",0,2,0.25,-383.930611344806,-37.5987993996998,3.59965138190146e-78,0,0.00517026514154659
"62","1",0,2,0.25,-383.930611344806,-37.5587793896948,5.2425754951973e-78,0,0.00517208278059616
"63","1",0,2,0.25,-383.930611344806,-37.5187593796898,7.63229331669012e-78,0,0.00517389912190979
"64","1",0,2,0.25,-383.930611344806,-37.4787393696848,1.11068656837541e-77,0,0.00517571416367166
"65","1",0,2,0.25,-383.930611344806,-37.4387193596798,1.61567533793019e-77,0,0.00517752790406682
"66","1",0,2,0.25,-383.930611344806,-37.3986993496748,2.34932326855249e-77,0,0.00517934034128111
"67","1",0,2,0.25,-383.930611344806,-37.3586793396698,3.41473945643552e-77,0,0.00518115147350121
"68","1",0,2,0.25,-383.930611344806,-37.3186593296648,4.96133409992452e-77,0,0.00518296129891463
"69","1",0,2,0.25,-383.930611344806,-37.2786393196598,7.20552257356714e-77,0,0.00518476981570972
"70","1",0,2,0.25,-383.930611344806,-37.2386193096548,1.0460648299148e-76,0,0.00518657702207566
"71","1",0,2,0.25,-383.930611344806,-37.1985992996498,1.51802116534957e-76,0,0.00518838291620248
"72","1",0,2,0.25,-383.930611344806,-37.1585792896448,2.20202964435975e-76,0,0.00519018749628103
"73","1",0,2,0.25,-383.930611344806,-37.1185592796398,3.19296827940539e-76,0,0.00519199076050303
"74","1",0,2,0.25,-383.930611344806,-37.0785392696348,4.62798726477978e-76,0,0.00519379270706105
"75","1",0,2,0.25,-383.930611344806,-37.0385192596298,6.70526296723149e-76,0,0.00519559333414849
"76","1",0,2,0.25,-383.930611344806,-36.9984992496248,9.71103641252755e-76,0,0.00519739263995963
"77","1",0,2,0.25,-383.930611344806,-36.9584792396198,1.40585800710976e-75,0,0.00519919062268959
"78","1",0,2,0.25,-383.930611344806,-36.9184592296148,2.03443324149615e-75,0,0.00520098728053437
"79","1",0,2,0.25,-383.930611344806,-36.8784392196098,2.94287310714054e-75,0,0.00520278261169081
"80","1",0,2,0.25,-383.930611344806,-36.8384192096048,4.25525643930602e-75,0,0.00520457661435664
"81","1",0,2,0.25,-383.930611344806,-36.7983991995998,6.15043803294039e-75,0,0.00520636928673045
"82","1",0,2,0.25,-383.930611344806,-36.7583791895948,8.88612596456885e-75,0,0.00520816062701171
"83","1",0,2,0.25,-383.930611344806,-36.7183591795898,1.28334963561045e-74,0,0.00520995063340075
"84","1",0,2,0.25,-383.930611344806,-36.6783391695848,1.85269370700694e-74,0,0.00521173930409879
"85","1",0,2,0.25,-383.930611344806,-36.6383191595798,2.67355036248836e-74,0,0.00521352663730794
"86","1",0,2,0.25,-383.930611344806,-36.5982991495748,3.85655226048763e-74,0,0.00521531263123118
"87","1",0,2,0.25,-383.930611344806,-36.5582791395698,5.56078598209012e-74,0,0.0052170972840724
"88","1",0,2,0.25,-383.930611344806,-36.5182591295648,8.01492105246287e-74,0,0.00521888059403635
"89","1",0,2,0.25,-383.930611344806,-36.4782391195598,1.15475120844587e-73,0,0.00522066255932871
"90","1",0,2,0.25,-383.930611344806,-36.4382191095548,1.66304388731462e-73,0,0.00522244317815602
"91","1",0,2,0.25,-383.930611344806,-36.3981990995498,2.39411552850529e-73,0,0.00522422244872575
"92","1",0,2,0.25,-383.930611344806,-36.3581790895448,3.44518545591742e-73,0,0.00522600036924627
"93","1",0,2,0.25,-383.930611344806,-36.3181590795398,4.95571377542322e-73,0,0.00522777693792683
"94","1",0,2,0.25,-383.930611344806,-36.2781390695348,7.12567373681774e-73,0,0.00522955215297762
"95","1",0,2,0.25,-383.930611344806,-36.2381190595298,1.02416931561053e-72,0,0.00523132601260973
"96","1",0,2,0.25,-383.930611344806,-36.1980990495248,1.47144385336145e-72,0,0.00523309851503517
"97","1",0,2,0.25,-383.930611344806,-36.1580790395198,2.11320553020694e-72,0,0.00523486965846685
"98","1",0,2,0.25,-383.930611344806,-36.1180590295148,3.03365291035595e-72,0,0.00523663944111863
"99","1",0,2,0.25,-383.930611344806,-36.0780390195098,4.35327547777834e-72,0,0.00523840786120527
