"","j","prior_mu","prior_sigma","prior_weight","log_C","grid","prior_d","post_d","prior_d_jansen"
"2254","2",3,2,0.25,-384.188181051841,-29.8749374687344,4.25387643352009e-60,0,0.00549493548173867
"2255","2",3,2,0.25,-384.188181051841,-29.8349174587294,5.90939998380969e-60,0,0.00549647015163173
"2256","2",3,2,0.25,-384.188181051841,-29.7948974487244,8.20593384197379e-60,0,0.00549800319208003
"2257","2",3,2,0.25,-384.188181051841,-29.7548774387194,1.13903939325613e-59,0,0.00549953460148121
"2258","2",3,2,0.25,-384.188181051841,-29.7148574287144,1.5804311668868e-59,0,0.00550106437823431
"2259","2",3,2,0.25,-384.188181051841,-29.6748374187094,2.19198983223901e-59,0,0.00550259252073974
"2260","2",3,2,0.25,-384.188181051841,-29.6348174087044,3.03897826063792e-59,0,0.00550411902739932
"2261","2",3,2,0.25,-384.188181051841,-29.5947973986993,4.21155774565614e-59,0,0.00550564389661623
"2262","2",3,2,0.25,-384.188181051841,-29.5547773886943,5.83423656187442e-59,0,0.00550716712679509
"2263","2",3,2,0.25,-384.188181051841,-29.5147573786893,8.07888484281408e-59,0,0.00550868871634189
"2264","2",3,2,0.25,-384.188181051841,-29.4747373686843,1.11826545536322e-58,0,0.00551020866366402
"2265","2",3,2,0.25,-384.188181051841,-29.4347173586793,1.54726431379334e-58,0,0.0055117269671703
"2266","2",3,2,0.25,-384.188181051841,-29.3946973486743,2.13998247738841e-58,0,0.00551324362527093
"2267","2",3,2,0.25,-384.188181051841,-29.3546773386693,2.95857125804675e-58,0,0.00551475863637754
"2268","2",3,2,0.25,-384.188181051841,-29.3146573286643,4.08865022097611e-58,0,0.00551627199890316
"2269","2",3,2,0.25,-384.188181051841,-29.2746373186593,5.64812100023232e-58,0,0.00551778371126225
"2270","2",3,2,0.25,-384.188181051841,-29.2346173086543,7.79927320466777e-58,0,0.00551929377187067
"2271","2",3,2,0.25,-384.188181051841,-29.1945972986493,1.07654052700359e-57,0,0.00552080217914571
"2272","2",3,2,0.25,-384.188181051841,-29.1545772886443,1.48536348072805e-57,0,0.00552230893150609
"2273","2",3,2,0.25,-384.188181051841,-29.1145572786393,2.04861905923875e-57,0,0.00552381402737195
"2274","2",3,2,0.25,-384.188181051841,-29.0745372686343,2.82433224235376e-57,0,0.00552531746516486
"2275","2",3,2,0.25,-384.188181051841,-29.0345172586293,3.89221182161654e-57,0,0.00552681924330782
"2276","2",3,2,0.25,-384.188181051841,-28.9944972486243,5.36170924299705e-57,0,0.00552831936022528
"2277","2",3,2,0.25,-384.188181051841,-28.9544772386193,7.3830559459207e-57,0,0.00552981781434311
"2278","2",3,2,0.25,-384.188181051841,-28.9144572286143,1.01623738576395e-56,0,0.00553131460408863
"2279","2",3,2,0.25,-384.188181051841,-28.8744372186093,1.39823537270238e-56,0,0.00553280972789059
"2280","2",3,2,0.25,-384.188181051841,-28.8344172086043,1.92305413486593e-56,0,0.00553430318417921
"2281","2",3,2,0.25,-384.188181051841,-28.7943971985993,2.64380149361896e-56,0,0.00553579497138614
"2282","2",3,2,0.25,-384.188181051841,-28.7543771885943,3.63322493043646e-56,0,0.00553728508794449
"2283","2",3,2,0.25,-384.188181051841,-28.7143571785893,4.99093410437265e-56,0,0.00553877353228881
"2284","2",3,2,0.25,-384.188181051841,-28.6743371685843,6.85326451482208e-56,0,0.00554026030285514
"2285","2",3,2,0.25,-384.188181051841,-28.6343171585793,9.40674262531166e-56,0,0.00554174539808093
"2286","2",3,2,0.25,-384.188181051841,-28.5942971485743,1.29064599178555e-55,0,0.00554322881640514
"2287","2",3,2,0.25,-384.188181051841,-28.5542771385693,1.77011352633882e-55,0,0.00554471055626818
"2288","2",3,2,0.25,-384.188181051841,-28.5142571285643,2.42672862440558e-55,0,0.0055461906161119
"2289","2",3,2,0.25,-384.188181051841,-28.4742371185593,3.32558010478973e-55,0,0.00554766899437967
"2290","2",3,2,0.25,-384.188181051841,-28.4342171085543,4.55553850903563e-55,0,0.00554914568951629
"2291","2",3,2,0.25,-384.188181051841,-28.3941970985493,6.23789613755521e-55,0,0.00555062069996807
"2292","2",3,2,0.25,-384.188181051841,-28.3541770885443,8.53812807179557e-55,0,0.00555209402418277
"2293","2",3,2,0.25,-384.188181051841,-28.3141570785393,1.1681895012713e-54,0,0.00555356566060965
"2294","2",3,2,0.25,-384.188181051841,-28.2741370685343,1.59768089190798e-54,0,0.00555503560769944
"2295","2",3,2,0.25,-384.188181051841,-28.2341170585293,2.18420245917853e-54,0,0.00555650386390438
"2296","2",3,2,0.25,-384.188181051841,-28.1940970485243,2.98484546152241e-54,0,0.00555797042767818
"2297","2",3,2,0.25,-384.188181051841,-28.1540770385193,4.07733990887882e-54,0,0.00555943529747604
"2298","2",3,2,0.25,-384.188181051841,-28.1140570285143,5.56747266954245e-54,0,0.00556089847175467
"2299","2",3,2,0.25,-384.188181051841,-28.0740370185093,7.59915631125762e-54,0,0.00556235994897227
"2300","2",3,2,0.25,-384.188181051841,-28.0340170085043,1.03680902827343e-53,0,0.00556381972758854
"2301","2",3,2,0.25,-384.188181051841,-27.9939969984992,1.41402885236039e-53,0,0.00556527780606469
"2302","2",3,2,0.25,-384.188181051841,-27.9539769884942,1.92771967607547e-53,0,0.00556673418286342
"2303","2",3,2,0.25,-384.188181051841,-27.9139569784892,2.62697293082456e-53,0,0.00556818885644896
"2304","2",3,2,0.25,-384.188181051841,-27.8739369684842,3.57843739462225e-53,0,0.00556964182528704
"2305","2",3,2,0.25,-384.188181051841,-27.8339169584792,4.87256181887658e-53,0,0.00557109308784489
"2306","2",3,2,0.25,-384.188181051841,-27.7938969484742,6.63204402290076e-53,0,0.00557254264259129
"2307","2",3,2,0.25,-384.188181051841,-27.7538769384692,9.02326165810501e-53,0,0.0055739904879965
"2308","2",3,2,0.25,-384.188181051841,-27.7138569284642,1.22717305408082e-52,0,0.00557543662253234
"2309","2",3,2,0.25,-384.188181051841,-27.6738369184592,1.66830010930237e-52,0,0.00557688104467214
"2310","2",3,2,0.25,-384.188181051841,-27.6338169084542,2.26708944129219e-52,0,0.00557832375289073
"2311","2",3,2,0.25,-384.188181051841,-27.5937968984492,3.07956403220294e-52,0,0.00557976474566452
"2312","2",3,2,0.25,-384.188181051841,-27.5537768884442,4.18153687882986e-52,0,0.00558120402147142
"2313","2",3,2,0.25,-384.188181051841,-27.5137568784392,5.67556017282354e-52,0,0.00558264157879089
"2314","2",3,2,0.25,-384.188181051841,-27.4737368684342,7.70029993813016e-52,0,0.0055840774161039
"2315","2",3,2,0.25,-384.188181051841,-27.4337168584292,1.04431775016862e-51,0,0.005585511531893
"2316","2",3,2,0.25,-384.188181051841,-27.3936968484242,1.41574092320414e-51,0,0.00558694392464226
"2317","2",3,2,0.25,-384.188181051841,-27.3536768384192,1.91849654061856e-51,0,0.00558837459283731
"2318","2",3,2,0.25,-384.188181051841,-27.3136568284142,2.59874916809788e-51,0,0.00558980353496531
"2319","2",3,2,0.25,-384.188181051841,-27.2736368184092,3.51879377143975e-51,0,0.00559123074951498
"2320","2",3,2,0.25,-384.188181051841,-27.2336168084042,4.76265775471626e-51,0,0.00559265623497661
"2321","2",3,2,0.25,-384.188181051841,-27.1935967983992,6.44363663681733e-51,0,0.00559407998984203
"2322","2",3,2,0.25,-384.188181051841,-27.1535767883942,8.71442664386079e-51,0,0.00559550201260462
"2323","2",3,2,0.25,-384.188181051841,-27.1135567783892,1.17807435776506e-50,0,0.00559692230175934
"2324","2",3,2,0.25,-384.188181051841,-27.0735367683842,1.59196199717837e-50,0,0.00559834085580272
"2325","2",3,2,0.25,-384.188181051841,-27.0335167583792,2.15039775307084e-50,0,0.00559975767323284
"2326","2",3,2,0.25,-384.188181051841,-26.9934967483742,2.90356135382753e-50,0,0.00560117275254935
"2327","2",3,2,0.25,-384.188181051841,-26.9534767383692,3.91894641673054e-50,0,0.00560258609225348
"2328","2",3,2,0.25,-384.188181051841,-26.9134567283642,5.28729755396455e-50,0,0.00560399769084805
"2329","2",3,2,0.25,-384.188181051841,-26.8734367183592,7.13057064233229e-50,0,0.00560540754683743
"2330","2",3,2,0.25,-384.188181051841,-26.8334167083542,9.61260130972449e-50,0,0.00560681565872759
"2331","2",3,2,0.25,-384.188181051841,-26.7933966983492,1.29533971611186e-49,0,0.00560822202502607
"2332","2",3,2,0.25,-384.188181051841,-26.7533766883442,1.74482767663062e-49,0,0.00560962664424201
"2333","2",3,2,0.25,-384.188181051841,-26.7133566783392,2.34934885355628e-49,0,0.00561102951488612
"2334","2",3,2,0.25,-384.188181051841,-26.6733366683342,3.16204893270243e-49,0,0.00561243063547073
"2335","2",3,2,0.25,-384.188181051841,-26.6333166583292,4.25417911658809e-49,0,0.00561383000450973
"2336","2",3,2,0.25,-384.188181051841,-26.5932966483242,5.7212254873205e-49,0,0.00561522762051863
"2337","2",3,2,0.25,-384.188181051841,-26.5532766383192,7.69110014701705e-49,0,0.00561662348201453
"2338","2",3,2,0.25,-384.188181051841,-26.5132566283142,1.03350831838423e-48,0,0.00561801758751613
"2339","2",3,2,0.25,-384.188181051841,-26.4732366183092,1.38824332802411e-48,0,0.00561940993554374
"2340","2",3,2,0.25,-384.188181051841,-26.4332166083041,1.86398889947924e-48,0,0.00562080052461927
"2341","2",3,2,0.25,-384.188181051841,-26.3931965982991,2.50176871235458e-48,0,0.00562218935326626
"2342","2",3,2,0.25,-384.188181051841,-26.3531765882941,3.35642618333941e-48,0,0.00562357642000983
"2343","2",3,2,0.25,-384.188181051841,-26.3131565782891,4.50125018480602e-48,0,0.00562496172337673
"2344","2",3,2,0.25,-384.188181051841,-26.2731365682841,6.03413903121236e-48,0,0.00562634526189534
"2345","2",3,2,0.25,-384.188181051841,-26.2331165582791,8.08581091101399e-48,0,0.00562772703409563
"2346","2",3,2,0.25,-384.188181051841,-26.1930965482741,1.08307356996287e-47,0,0.00562910703850923
"2347","2",3,2,0.25,-384.188181051841,-26.1530765382691,1.45016841966897e-47,0,0.00563048527366936
"2348","2",3,2,0.25,-384.188181051841,-26.1130565282641,1.94090838799234e-47,0,0.00563186173811089
"2349","2",3,2,0.25,-384.188181051841,-26.0730365182591,2.59667585041093e-47,0,0.00563323643037031
"2350","2",3,2,0.25,-384.188181051841,-26.0330165082541,3.47261430005052e-47,0,0.00563460934898575
"2351","2",3,2,0.25,-384.188181051841,-25.9929964982491,4.64217456879098e-47,0,0.00563598049249697
"2352","2",3,2,0.25,-384.188181051841,-25.9529764882441,6.20315302904426e-47,0,0.00563734985944537
"2353","2",3,2,0.25,-384.188181051841,-25.9129564782391,8.28570812442407e-47,0,0.00563871744837399
"2354","2",3,2,0.25,-384.188181051841,-25.8729364682341,1.10629990327322e-46,0,0.00564008325782751
"2355","2",3,2,0.25,-384.188181051841,-25.8329164582291,1.47652983424961e-46,0,0.00564144728635226
"2356","2",3,2,0.25,-384.188181051841,-25.7928964482241,1.96987054854414e-46,0,0.00564280953249623
"2357","2",3,2,0.25,-384.188181051841,-25.7528764382191,2.62699505946121e-46,0,0.00564416999480903
"2358","2",3,2,0.25,-384.188181051841,-25.7128564282141,3.50192574680708e-46,0,0.00564552867184195
"2359","2",3,2,0.25,-384.188181051841,-25.6728364182091,4.66638662766554e-46,0,0.00564688556214793
"2360","2",3,2,0.25,-384.188181051841,-25.6328164082041,6.21556500497021e-46,0,0.00564824066428157
"2361","2",3,2,0.25,-384.188181051841,-25.5927963981991,8.27573575542644e-46,0,0.00564959397679912
"2362","2",3,2,0.25,-384.188181051841,-25.5527763881941,1.10143462728754e-45,0,0.0056509454982585
"2363","2",3,2,0.25,-384.188181051841,-25.5127563781891,1.46533507392881e-45,0,0.00565229522721931
"2364","2",3,2,0.25,-384.188181051841,-25.4727363681841,1.9486833403725e-45,0,0.0056536431622428
"2365","2",3,2,0.25,-384.188181051841,-25.4327163581791,2.59042908761754e-45,0,0.0056549893018919
"2366","2",3,2,0.25,-384.188181051841,-25.3926963481741,3.44213779712148e-45,0,0.0056563336447312
"2367","2",3,2,0.25,-384.188181051841,-25.3526763381691,4.57204929974518e-45,0,0.005657676189327
"2368","2",3,2,0.25,-384.188181051841,-25.3126563281641,6.07043293575891e-45,0,0.00565901693424725
"2369","2",3,2,0.25,-384.188181051841,-25.2726363181591,8.05665069481762e-45,0,0.00566035587806158
"2370","2",3,2,0.25,-384.188181051841,-25.2326163081541,1.06884692534975e-44,0,0.00566169301934132
"2371","2",3,2,0.25,-384.188181051841,-25.1925962981491,1.4174331913301e-44,0,0.00566302835665949
"2372","2",3,2,0.25,-384.188181051841,-25.1525762881441,1.87895246203398e-44,0,0.00566436188859078
"2373","2",3,2,0.25,-384.188181051841,-25.1125562781391,2.48974629700186e-44,0,0.00566569361371158
"2374","2",3,2,0.25,-384.188181051841,-25.0725362681341,3.29777108757494e-44,0,0.00566702353059998
"2375","2",3,2,0.25,-384.188181051841,-25.0325162581291,4.36628445225291e-44,0,0.00566835163783576
"2376","2",3,2,0.25,-384.188181051841,-24.9924962481241,5.77869340607819e-44,0,0.0056696779340004
"2377","2",3,2,0.25,-384.188181051841,-24.9524762381191,7.64492781828451e-44,0,0.00567100241767709
"2378","2",3,2,0.25,-384.188181051841,-24.9124562281141,1.01098155866186e-43,0,0.00567232508745071
"2379","2",3,2,0.25,-384.188181051841,-24.8724362181091,1.33640836844167e-43,0,0.00567364594190787
"2380","2",3,2,0.25,-384.188181051841,-24.832416208104,1.76588024304611e-43,0,0.00567496497963686
"2381","2",3,2,0.25,-384.188181051841,-24.792396198099,2.33243428793071e-43,0,0.0056762821992277
"2382","2",3,2,0.25,-384.188181051841,-24.752376188094,3.07952472278163e-43,0,0.00567759759927212
"2383","2",3,2,0.25,-384.188181051841,-24.712356178089,4.06428431537328e-43,0,0.00567891117836357
"2384","2",3,2,0.25,-384.188181051841,-24.672336168084,5.36179957344089e-43,0,0.00568022293509722
"2385","2",3,2,0.25,-384.188181051841,-24.632316158079,7.07071249794377e-43,0,0.00568153286806996
"2386","2",3,2,0.25,-384.188181051841,-24.592296148074,9.32055750090045e-43,0,0.00568284097588039
"2387","2",3,2,0.25,-384.188181051841,-24.552276138069,1.22813670084325e-42,0,0.00568414725712887
"2388","2",3,2,0.25,-384.188181051841,-24.512256128064,1.61762420865966e-42,0,0.00568545171041746
"2389","2",3,2,0.25,-384.188181051841,-24.472236118059,2.1297796553696e-42,0,0.00568675433434995
"2390","2",3,2,0.25,-384.188181051841,-24.432216108054,2.80296592954666e-42,0,0.0056880551275319
"2391","2",3,2,0.25,-384.188181051841,-24.392196098049,3.68745791138373e-42,0,0.00568935408857057
"2392","2",3,2,0.25,-384.188181051841,-24.352176088044,4.84911443746518e-42,0,0.00569065121607498
"2393","2",3,2,0.25,-384.188181051841,-24.312156078039,6.3741738347019e-42,0,0.00569194650865588
"2394","2",3,2,0.25,-384.188181051841,-24.272136068034,8.37551424165758e-42,0,0.00569323996492576
"2395","2",3,2,0.25,-384.188181051841,-24.232116058029,1.10008227696278e-41,0,0.00569453158349888
"2396","2",3,2,0.25,-384.188181051841,-24.192096048024,1.44432511406187e-41,0,0.00569582136299123
"2397","2",3,2,0.25,-384.188181051841,-24.152076038019,1.89553088973904e-41,0,0.00569710930202055
"2398","2",3,2,0.25,-384.188181051841,-24.112056028014,2.48669704191408e-41,0,0.00569839539920636
"2399","2",3,2,0.25,-384.188181051841,-24.072036018009,3.26092640702907e-41,0,0.0056996796531699
